                86  155.16908    5.47745  0.5275  0.5275  20.92 -1.00  -1.00  -1.00  20.85  -1   1
                87  155.01682    4.67788  0.2086  0.2086  17.75 -1.00  -1.00  -1.00  17.74  -1   1
                88  155.38116    5.31690  0.1562  0.1562  16.57 -1.00  -1.00  -1.00  16.56  -1   1
                89  155.04066    4.52105  0.1552  0.1552  17.05 -1.00  -1.00  -1.00  17.03  -1   1
                90  155.43546    4.87642  0.1744  0.1744  17.09 -1.00  -1.00  -1.00  17.08  -1   1
                91  155.31792    5.10616  0.3601 -1.0000  19.42 -1.00  -1.00  -1.00  19.41  -1   0
                92  155.20670    5.18172  0.5389  0.5389  20.41 -1.00  -1.00  -1.00  19.87  -1   1
                93  155.31398    4.52588  0.2088  0.2088  17.60 -1.00  -1.00  -1.00  17.59  -1   1
                94  154.59122    4.85087  0.2080  0.2080  17.15 -1.00  -1.00  -1.00  17.14  -1   1
                95  155.18703    4.63157  0.3112  0.3112  18.53 -1.00  -1.00  -1.00  18.52  -1   1
                96  155.34177    4.68459  0.5374  0.5374  20.48 -1.00  -1.00  -1.00  20.48  -1   1
                97  154.65363    5.17986  0.7493  0.7493  20.86 -1.00  -1.00  -1.00  20.85  -1   1
                98  155.11917    4.73915  0.2327  0.2327  17.60 -1.00  -1.00  -1.00  17.59  -1   1
                99  155.03114    5.23656  0.5903  0.5903  20.68 -1.00  -1.00  -1.00  20.67  -1   1
               100  155.15866    5.45102  0.6426  0.6426  20.08 -1.00  -1.00  -1.00  20.07  -1   1
               101  154.68257    5.32304  0.4945  0.4945  19.38 -1.00  -1.00  -1.00  19.37  -1   1
               102  155.23480    5.45104  0.1560  0.1560  17.26 -1.00  -1.00  -1.00  17.25  -1   1
